DATA_SOURCE,ENTITY_TYPE,RECORD_ID,NPI_NUMBER,NAME_ORG,DBA_NAME_ORG,DBA Name Type,MAILING_ADDR_LINE1,MAILING_ADDR_LINE2,MAILING_ADDR_CITY,MAILING_ADDR_STATE,MAILING_ADDR_POSTAL_CODE,MAILING_ADDR_COUNTRY,MAILING_PHONE_NUMBER,MAILINGFAX_PHONE_NUMBER,BUSINESS_ADDR_LINE1,BUSINESS_ADDR_LINE2,BUSINESS_ADDR_CITY,BUSINESS_ADDR_STATE,BUSINESS_ADDR_POSTAL_CODE,BUSINESS_ADDR_COUNTRY,PRACTICE_PHONE_NUMBER,PRACTICEFAX_PHONE_NUMBER,Provider Enumeration Date,Last Update Date,NPI Deactivation Date,NPI Reactivation Date,LICNUM1_OTHER_ID_NUMBER,LICNUM1_OTHER_ID_COUNTRY,LICNUM2_OTHER_ID_NUMBER,LICNUM2_OTHER_ID_COUNTRY,LICNUM3_OTHER_ID_NUMBER,LICNUM3_OTHER_ID_COUNTRY,LICNUM4_OTHER_ID_NUMBER,LICNUM4_OTHER_ID_COUNTRY,LICNUM5_OTHER_ID_NUMBER,LICNUM5_OTHER_ID_COUNTRY,LICNUM6_OTHER_ID_NUMBER,LICNUM6_OTHER_ID_COUNTRY,LICNUM7_OTHER_ID_NUMBER,LICNUM7_OTHER_ID_COUNTRY,LICNUM8_OTHER_ID_NUMBER,LICNUM8_OTHER_ID_COUNTRY,LICNUM9_OTHER_ID_NUMBER,LICNUM9_OTHER_ID_COUNTRY,LICNUM10_OTHER_ID_NUMBER,LICNUM10_OTHER_ID_COUNTRY,LICNUM11_OTHER_ID_NUMBER,LICNUM11_OTHER_ID_COUNTRY,LICNUM12_OTHER_ID_NUMBER,LICNUM12_OTHER_ID_COUNTRY,LICNUM13_OTHER_ID_NUMBER,LICNUM13_OTHER_ID_COUNTRY,LICNUM14_OTHER_ID_NUMBER,LICNUM14_OTHER_ID_COUNTRY,LICNUM15_OTHER_ID_NUMBER,LICNUM15_OTHER_ID_COUNTRY,Is Organization Subpart,Parent Organization LBN,Certification Date
NPI_ORGANIZATION,ORGANIZATION,1609873215,1609873215,PROGRESSIVE HOSPITAL,,,4015 S MCLEOD DR,,LAS VEGAS,NV,891214305,US,7024332200,7027310581,4015 S MCLEOD DR,,LAS VEGAS,NV,891214305,US,7024332200,7024332200,06/29/2005,08/17/2018,,,2681HOS-12,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPI_ORGANIZATION,ORGANIZATION,1760489066,1760489066,ALTERNATIVE CARE LLC,ALWAYS BETTER CARE,Doing Business As,598 W 900 S STE 220,,WOODS CROSS,UT,840108195,US,0183974697,8012969117,6950 VIA OLIVERO AVE,STE B4,LAS VEGAS,NV,891172849,US,7023648006,7023648006,06/30/2005,10/24/2019,,,3776HPC0,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1669479879,1669479879,ATTENTIVE HOME HEALTH CARE INC,,,8542 DEL WEBB BLVD,,LAS VEGAS,NV,891348676,US,7022569000,7022566285,8542 DEL WEBB BLVD,,LAS VEGAS,NV,891348676,US,7022569000,7022569000,07/01/2005,11/13/2012,,,297055,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1295732451,1295732451,ADVANCED HOUSE CALLS INC,ADVANCED HOUSE CALLS,Doing Business As,112 S JONES BLVD,,LAS VEGAS,NV,891072614,US,7028387110,7028387112,112 S JONES BLVD,,LAS VEGAS,NV,891072614,US,7028387110,7028387110,07/02/2005,11/02/2009,,,7997,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1104823368,1104823368,QUALITY MEDICAL IMAGING OF NEVADA LLC.,QUALITY MEDICAL IMAGING,Doing Business As,2490 PROFESSIONAL CT,SUITE 110,LAS VEGAS,NV,891280825,US,7028391133,7028511616,2490 PROFESSIONAL CT,SUITE 110,LAS VEGAS,NV,891280825,US,7028391133,7028391133,07/02/2005,05/25/2016,,,LLC5073-2001,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1669479663,1669479663,RUSSELL JAYNE MD LTD,THE RETINA CENTER AT LAS VEGAS,Doing Business As,PO BOX 50708,,HENDERSON,NV,890160708,US,7027377258,7024547258,6839 W CHARLESTON BLVD,,LAS VEGAS,NV,891171635,US,7027377258,7027377258,07/05/2005,09/27/2018,,,9106,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1447257456,1447257456,"SPRING MOUNTAIN REHAB, LLC",,,7375 PRAIRIE FALCON ROAD,STE. 120,LAS VEGAS,NV,89128,US,7028694401,7028699904,7375 PRAIRIE FALCON ROAD,STE. 120,LAS VEGAS,NV,89128,US,7028694401,7028694401,07/05/2005,06/12/2015,,,,,294504,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1750388708,1750388708,ALTERNATIVE CARE LLC,ALWAYS BETTER CARE,Doing Business As,576 W 900 S,SUITE 260,WOODS CROSS,UT,840108194,US,8013974100,8013974197,6950 VIA OLIVERO AVE,STE B4,LAS VEGAS,NV,891172849,US,7023648006,7023648006,07/06/2005,06/08/2016,,,3323HBR5,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,"ROCKY MOUNTAIN HOME HEALTH, LLC",
NPI_ORGANIZATION,ORGANIZATION,1659379055,1659379055,"APPLE HOME HEALTHCARE, INC",,,5858 S PECOS RD STE 100,,LAS VEGAS,NV,891205404,US,7029335196,7029335198,5858 S PECOS RD STE 100,,LAS VEGAS,NV,891205404,US,7029335196,7029335196,07/08/2005,07/08/2007,,,3898HHA-3,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPI_ORGANIZATION,ORGANIZATION,1932107281,1932107281,PERSPECTIVE HOME HEALTH INC,,,6045 S FORT APACHE RD,SUITE 110,LAS VEGAS,NV,891485644,US,7029485095,7029485115,6045 S FORT APACHE RD,SUITE 110,LAS VEGAS,NV,891485644,US,7029485095,7029485095,07/11/2005,08/21/2013,,,346HHA,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1205834355,1205834355,FGKG LLC,BRACE YOURSELF,Doing Business As,5240 W CHARLESTON BLVD,,LAS VEGAS,NV,891461345,US,7023953555,8775888501,5240 W CHARLESTON BLVD,,LAS VEGAS,NV,891461345,US,7023953555,7023953555,07/12/2005,03/09/2020,,,928474785,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,03/09/2020
NPI_ORGANIZATION,ORGANIZATION,1063410918,1063410918,DIAGNOSTIC IMAGING OF SOUTHERN NEVADA,,,3560 E FLAMINGO RD,SUITE 100,LAS VEGAS,NV,891215044,US,7024336100,7024339576,3560 E FLAMINGO RD,SUITE 100,LAS VEGAS,NV,891215044,US,7024336100,7024336100,07/13/2005,10/16/2007,,,2000048426,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1528066438,1528066438,"MICHAEL A. BARON, M.D., LTD.",,,3560 E FLAMINGO RD,SUITE 100,LAS VEGAS,NV,891215044,US,7024336100,7024339576,3560 E FLAMINGO RD,SUITE 100,LAS VEGAS,NV,891215044,US,7024336100,7024336100,07/13/2005,10/16/2007,,,1000444-650,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1881693646,1881693646,"I H S ACQUISTION XXX, INC",US BIOSERVICES,Doing Business As,309 HENDERSON DR,,SHARON HILL,PA,190791034,US,8004009549,6105865509,3110 POLARIS AVE,,LAS VEGAS,NV,891028359,US,7028760056,7028760056,07/14/2005,07/09/2007,,,PH01751,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPI_ORGANIZATION,ORGANIZATION,1700885548,1700885548,"MERCY AIR SERVICE, INC.",,,PO BOX 84621,,SEATTLE,WA,981245921,US,8004999495,9098909895,13000 LAS VEGAS BLVD S,,HENDERSON,NV,89044,US,8004999495,8004999495,07/14/2005,08/21/2019,,,202950,CA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Y,AIR METHODS CORPORATION,
NPI_ORGANIZATION,ORGANIZATION,1386643054,1386643054,"SOUTHERN NEVADA HOME HEALTH CARE, INC.",KINDRED AT HOME,Doing Business As,12900 FOSTER ST STE 400,,OVERLAND PARK,KS,662132696,US,,,9121 W RUSSELL RD STE 118,,LAS VEGAS,NV,89148,US,7022627490,7022627490,07/15/2005,08/30/2018,,,6227HHA-5,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1437158771,1437158771,NEVADA ORTHOPEDIC & SPINE CENTER,,,7455 W WASHINGTON AVE,#160,LAS VEGAS,NV,891284337,US,7028780393,,7455 W WASHINGTON AVE,#160,LAS VEGAS,NV,891284337,US,7028780393,7028780393,07/19/2005,01/09/2019,,,C14-00279-3-092590,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1336148543,1336148543,ADASHEK AND WILKES LLP,DESERT PERINATAL ASSOCIATES,Doing Business As,5761 S FORT APACHE RD,BLDG. 8,LAS VEGAS,NV,891485506,US,7023416610,7023416961,5761 S FORT APACHE RD,BLDG. 8,LAS VEGAS,NV,891485506,US,7023416610,7023416610,07/19/2005,05/22/2009,,,,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1790785590,1790785590,"MARQUIS COMPANIES I, INC",MARQUIS CARE PLAZA REGENCY,Doing Business As,6021 W CHEYENNE AVE,,LAS VEGAS,NV,891084205,US,7026589494,7026589419,6021 W CHEYENNE AVE,,LAS VEGAS,NV,891084205,US,7026589494,7026589494,07/22/2005,07/14/2015,,,2097SNF-5,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1922008523,1922008523,"RUCKDESCHEL MANNO, LTD. DBA",NEVADA CANCER INSTITUTE MEDICAL GROUP,Doing Business As,PO BOX 98809,,LAS VEGAS,NV,891938809,US,7028225433,7029440471,ONE BREAKTHROUGH WAY,,LAS VEGAS,NV,891353011,US,7028225433,7028225433,07/26/2005,06/16/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1013917640,1013917640,INTERNAL MEDICINE SPEC OF SOUTHERN NV GROSSMAN PANIKKAR GHADISHAH WHI,INTERNAL MEDICINE SPECIALISTS OF SOUTHERN NEVADA,Doing Business As,201 N BUFFALO DR,,LAS VEGAS,NV,891450373,US,7022422737,7022553170,201 N BUFFALO DR,,LAS VEGAS,NV,891450373,US,7022422737,7022422737,07/26/2005,09/28/2010,,,9051,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1568462034,1568462034,SDMI LIMITED PARTNERSHIP,STEINBERG DIAGNOSTIC MEDICAL IMAGING,Doing Business As,PO BOX 36900,,LAS VEGAS,NV,891336900,US,7027326000,7022437531,2950 S MARYLAND PKWY,,LAS VEGAS,NV,891092204,US,7027326000,7027326000,07/27/2005,04/04/2011,,,=========,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1376543843,1376543843,MICHAEL P COLLETTI MD PC,,,3085 E FLAMINGO RD,SUITE A,LAS VEGAS,NV,891214385,US,7027342242,7027377690,3085 E FLAMINGO RD,SUITE A,LAS VEGAS,NV,891214385,US,7027342242,7027342242,07/27/2005,07/08/2007,,,5563,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPI_ORGANIZATION,ORGANIZATION,1851391213,1851391213,"WOMEN'S SPECIALTY CARE, LLLP",,,5502 S FORT APACHE RD,#100,LAS VEGAS,NV,891487683,US,7022553547,7029212419,5502 S FORT APACHE RD,#100,LAS VEGAS,NV,891487683,US,7022553547,7022553547,07/28/2005,06/20/2018,,,=========,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1366442345,1366442345,"OASIS HOME HEALTH, LLC",THE VALLEY HEALTH HOME CARE,Doing Business As,5010 S. DECATUR BLVD,STE A,LAS VEGAS,NV,89118,US,7023823030,7023829394,5010 S DECATUR BLVD STE A,,LAS VEGAS,NV,891184935,US,7023823030,7023823030,07/29/2005,02/19/2019,,,3814HHA-0,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1609876663,1609876663,MICHAEL P COLLETTI MD PC,,,4580 S EASTERN AVE,#29,LAS VEGAS,NV,891196100,US,7027342242,7027377690,4580 S EASTERN AVE,#29,LAS VEGAS,NV,891196100,US,7027342242,7027342242,07/29/2005,02/25/2009,,,5563,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1245230242,1245230242,AVI A OSTROWSKY MD LTD,DIABETES & ENDOCRINOLOGY CENTER,Doing Business As,PO BOX 35192,,LAS VEGAS,NV,891335192,US,7023609210,7023600008,3150 N TENAYA WAY,STE 440,LAS VEGAS,NV,891280443,US,7023609210,7023609210,08/01/2005,06/13/2013,,,6480,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1124029715,1124029715,"SETH K ADJOVU, MD PC",PROVIDENCE MEDICAL ASSOCIATES,Doing Business As,1815 E LAKE MEAD BLVD,SUITE 204,N LAS VEGAS,NV,890307187,US,7027981233,7025311233,1815 E LAKE MEAD BLVD,SUITE 204,N LAS VEGAS,NV,890307187,US,7027981233,7027981233,08/03/2005,07/08/2007,,,10335,NV,10335,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPI_ORGANIZATION,ORGANIZATION,1942201116,1942201116,EILEEN CORDERO MAUBAN MD LTD,,,2225 E FLAMINGO RD,SUITE 103,LAS VEGAS,NV,891195125,US,7027311747,7027311661,2225 E FLAMINGO RD,SUITE 103,LAS VEGAS,NV,891195125,US,7027311747,7027311747,08/09/2005,05/13/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1629079884,1629079884,BERNARD ADDO-QUAYE MD PC,TRUCARE MEDICAL INC,Doing Business As,2290 MCDANIEL ST STE 2A,,N LAS VEGAS,NV,890306330,US,(702) 657-6365,7026576704,2290 MCDANIEL ST STE 2A,,N LAS VEGAS,NV,890306330,US,(702) 657-6365,(702) 657-6365,08/09/2005,06/14/2017,,,,,9413,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1699776856,1699776856,"WONG & LITCHFIELD, LTD",DESERT ENDOCRINOLOGY AND OSTEOPOROSIS AND ENDOCRINE CENTER OF SO. NV,Doing Business As,8925 W SAHARA AVE,,LAS VEGAS,NV,891175826,US,7023878868,,8925 W SAHARA AVE,,LAS VEGAS,NV,891175826,US,7023878868,7023878868,08/09/2005,04/18/2008,,,6298,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1962403121,1962403121,VISTA MEDICAL ASSOCIATES LLC,,,PO BOX 365404,,N LAS VEGAS,NV,890369404,US,7027981233,7025311233,2909 W CHARLESTON BLVD,,LAS VEGAS,NV,891021925,US,7027981233,7027981233,08/09/2005,10/24/2018,,,11205,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1801897079,1801897079,"ADVANCED PROSTHETICS AND ORTHOTICS, INC",,,7455 W WASHINGTON AVE,SUITE 215,LAS VEGAS,NV,891284337,US,7022565265,7022565205,7455 W WASHINGTON AVE,SUITE 215,LAS VEGAS,NV,891284337,US,7022565265,7022565265,08/09/2005,11/27/2018,,,090414564,NV,090414564,NV,090414564,NV,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1992707806,1992707806,ELJEN MEDICAL HOSPITAL,EL JEN CONVALESCENT HOSPITAL,Doing Business As,5538 DUNCAN DR,,LAS VEGAS,NV,891302812,US,7026452606,7026451478,5538 DUNCAN DR,,LAS VEGAS,NV,891302812,US,7026452606,7026452606,08/10/2005,05/20/2010,,,1181SNF10,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1972505774,1972505774,"GLOBAL CARE OF NEVADA, INC.",GLOBAL CARE OF NEVADA,Doing Business As,4420 ARVILLE ST,6,LAS VEGAS,NV,891033742,US,7026350310,7023650311,2326 N BATAVIA ST,115,ORANGE,CA,928652020,US,7146377570,7146377570,08/11/2005,07/08/2007,,,1000011-319,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPI_ORGANIZATION,ORGANIZATION,1487656823,1487656823,INTEGRITY HOME HEALTH CARE INC,,,501 S RANCHO DR,SUITE D21,LAS VEGAS,NV,891064828,US,7023841962,7023843450,501 S RANCHO DR,SUITE D21,LAS VEGAS,NV,891064828,US,7023841962,7023841962,08/15/2005,12/22/2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1881686855,1881686855,LB REGENCY PLAZA LLC,THE PLAZA AT SUN MOUNTAIN,Doing Business As,6031 W CHEYENNE AVE,,LAS VEGAS,NV,891084200,US,7026585882,7026585842,6031 W CHEYENNE AVE,,LAS VEGAS,NV,891084200,US,7026585882,7026585882,08/16/2005,07/09/2007,,,2089AGC-9,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPI_ORGANIZATION,ORGANIZATION,1700878444,1700878444,CHYNOWETH HILL AND LEAVITT LLC,KELLY HAWKINS PHYSICAL THERAPY WORKS,Doing Business As,3831 W CHARLESTON BLVD,,LAS VEGAS,NV,891021859,US,7028761733,7028782018,921 S HIGHWAY 160,STE 409,PAHRUMP,NV,890484698,US,7757273838,7757273838,08/18/2005,03/23/2009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1164415279,1164415279,CHYNOWETH HILL AND LEAVITT LLC,KELLY HAWKINS PHYSICAL THERAPY WORKS,Doing Business As,3831 W CHARLESTON BLVD,,LAS VEGAS,NV,891021859,US,7028761733,7028782018,3831 W CHARLESTON BLVD,,LAS VEGAS,NV,89102,US,7028761733,7028761733,08/24/2005,07/30/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1972596880,1972596880,"MONTANA PEDIATRIC CRITICAL CARE, PC",,,3006 S MARYLAND PKWY,505,LAS VEGAS,NV,891092218,US,7026970082,7023695827,1233 N 30TH ST,,BILLINGS,MT,591010127,US,8883502911,8883502911,08/25/2005,05/27/2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1720071632,1720071632,SWIFT'S CHILDREN'S CRITICAL CARE NETWORK,,,3006 S MARYLAND PKWY,505,LAS VEGAS,NV,891092218,US,7026970082,7023695827,3186 S MARYLAND PKWY,,LAS VEGAS,NV,891092317,US,8883502911,8883502911,08/25/2005,07/03/2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1356334262,1356334262,SWIFT'S CRITICAL CARE NETWORK FOR CHILDREN MEDICAL GROUP,,,3006 S MARYLAND PKWY,505,LAS VEGAS,NV,891092218,US,7026970082,7023695827,26520 CACTUS AVE,,MORENO VALLEY,CA,925553927,US,8883502911,8883502911,08/25/2005,07/08/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NPI_ORGANIZATION,ORGANIZATION,1659364248,1659364248,"CORPORACION LAS VEGAS, INC",,,PO BOX 1086,"RD #2, LAS VEGAS BLDG. #420, BO CAMPO ALEGRE",MANATI,PR,006741086,US,7878541426,7878843757,CARR 2,"EDIF LAS VEGAS #420, BO CAMPO ALEGRE",MANATI,PR,006745765,US,7878541426,7878541426,08/29/2005,10/01/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1417940933,1417940933,"FAMILY MEDICAL OF NEVADA, INC.",,,4230 N PECOS RD,,LAS VEGAS,NV,891150196,US,7026436639,7026430208,4230 N PECOS RD,,LAS VEGAS,NV,891150196,US,7026436639,7026436639,08/30/2005,08/07/2009,,,503621950,NV,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,
NPI_ORGANIZATION,ORGANIZATION,1326032442,1326032442,(SWIFT'S) CHILDREN'S EMERGENCY MEDICINE NETWORK,,,3006 S MARYLAND PKWY,505,LAS VEGAS,NV,891092218,US,7026970082,7023695827,3186 S MARYLAND PKWY,,LAS VEGAS,NV,891092317,US,8883502911,8883502911,09/02/2005,07/08/2007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
